id,label
predicament,predicament
meeting,meeting
arrange,arrange
discovery,discovery
initial,initial
stress,stress
rupture,rupture
characteristic,characteristic
rock,rock
layer,layer
structure,structure
answer,answer
water,water
households,households
transport,transport
chips,chips
seawater,seawater
fortunate,fortunate
business,business
cargo,cargo
ship,ship
passenger,passenger
aircraft,aircraft
football,football
imagine,imagine
tsm,tsm
ethnic,ethnic
enterprises,enterprises
real,real
melody,melody
mind,mind
lighthouse,lighthouse
universe,universe
affectionate,affectionate
time,time
shy,shy
talk,talk
short,short
film,film
fiction,fiction
skills,skills
feast,feast
skyrim,skyrim
qihang,qihang
plot,plot
worth,worth
brings,brings
convenience,convenience
story,story
machine,machine
creative,creative
joint,joint
praise,praise
data,data
growth,growth
strong,strong
girl,girl
interpretation,interpretation
type,type
digital,digital
texture,texture
emotions,emotions
role,role
lord,lord
tall,tall
blockbuster,blockbuster
movie,movie
heroine,heroine
pursuit,pursuit
innovative,innovative
temperature,temperature
worthy,worthy
tough,tough
fearless,fearless
female,female
lead,lead
spirit,spirit
exude,exude
charm,charm
learn,learn
outer,outer
space,space
sci,sci
skyworth,skyworth
vitality,vitality
thinking,thinking
character,character
interpret,interpret
rise,rise
women,women
pacific,pacific
horizontal,horizontal
impression,impression
sense,sense
complete,complete
excellent,excellent
settings,settings
imagination,imagination
eyes,eyes
stories,stories
launch,launch
nature,nature
skywalk,skywalk
kaishi,kaishi
likes,likes
version,version
arrangement,arrangement
formation,formation
products,products
national,national
freedom,freedom
correct,correct
direction,direction
records,records
cool,cool
miserable,miserable
modifying,modifying
details,details
code,code
pass,pass
risk,risk
discourse,discourse
reading,reading
advertisement,advertisement
feel,feel
suitable,suitable
style,style
disappointed,disappointed
videos,videos
novelty,novelty
attractive,attractive
wisdom,wisdom
feeling,feeling
control,control
director,director
matter,matter
police,police
event,event
restore,restore
units,units
retrofit,retrofit
unit,unit
formal,formal
seal,seal
evidence,evidence
pot,pot
company,company
response,response
excuse,excuse
inform,inform
color,color
alarm,alarm
return,return
incident,incident
responds,responds
corner,corner
fake,fake
wine,wine
cake,cake
report,report
statement,statement
lie,lie
fiscal,fiscal
knife,knife
music,music
ideas,ideas
martial,martial
arts,arts
creation,creation
conscience,conscience
happiness,happiness
disaster,disaster
murder,murder
software,software
programmer,programmer
form,form
objects,objects
death,death
destruction,destruction
humans,humans
underestima,underestima
dis,dis
questions,questions
unlimited,unlimited
quality,quality
child,child
qualification,qualification
erlang,erlang
leg,leg
magic,magic
xiaoyi,xiaoyi
tale,tale
light,light
cute,cute
strengthen,strengthen
key,key
classes,classes
mechanism,mechanism
male,male
release,release
probability,probability
principle,principle
signal,signal
system,system
machinery,machinery
supplementary,supplementary
medicine,medicine
abandon,abandon
computers,computers
basics,basics
test,test
diffusion,diffusion
understand,understand
neural,neural
struggle,struggle
teachers,teachers
read,read
article,article
sea,sea
strategy,strategy
video,video
lectures,lectures
language,language
translation,translation
western,western
courtyard,courtyard
xueba,xueba
free,free
congratulations,congratulations
teacher,teacher
nice,nice
intellectual,intellectual
opportunity,opportunity
fashion,fashion
temperament,temperament
cheng,cheng
variety,variety
wonderful,wonderful
mysterious,mysterious
recovery,recovery
liquor,liquor
receive,receive
thief,thief
false,false
game,game
draw,draw
book,book
subject,subject
original,original
novels,novels
european,european
dreamworks,dreamworks
animation,animation
flower,flower
rate,rate
dreamglow,dreamglow
award,award
winner,winner
courage,courage
children,children
survival,survival
adventure,adventure
era,era
famous,famous
fantasy,fantasy
woman,woman
service,service
combat,combat
practice,practice
computer,computer
protagonist,protagonist
art,art
inventory,inventory
intelligent,intelligent
political,political
question,question
energy,energy
divide,divide
class,class
start,start
disciplinary,disciplinary
manufacturing,manufacturing
content,content
semester,semester
nationwide,nationwide
player,player
star,star
configuration,configuration
receiver,receiver
useless,useless
add,add
inscription,inscription
opportunities,opportunities
rule,rule
worldwide,worldwide
exclusive,exclusive
watermark,watermark
link,link
hotspot,hotspot
transfer,transfer
hot,hot
scientific,scientific
progressive,progressive
mankind,mankind
dry,dry
idea,idea
affirmation,affirmation
electricity,electricity
wafer,wafer
plant,plant
dilute,dilute
cost,cost
internet,internet
building,building
build,build
crystal,crystal
netizen,netizen
semi,semi
conductivity,conductivity
enterprise,enterprise
brain,brain
genius,genius
paper,paper
speak,speak
imaginative,imaginative
poor,poor
sound,sound
fun,fun
reveal,reveal
weakness,weakness
symbol,symbol
companies,companies
industrial,industrial
transformation,transformation
forward,forward
center,center
figures,figures
figure,figure
countdown,countdown
international,international
exhibition,exhibition
innovation,innovation
convention,convention
calculate,calculate
empowerment,empowerment
awesome,awesome
situation,situation
status,status
phone,phone
arrears,arrears
hall,hall
identity,identity
plans,plans
respond,respond
prevent,prevent
demon,demon
arrest,arrest
outlook,outlook
conservancy,conservancy
master,master
dingli,dingli
grateful,grateful
compassion,compassion
express,express
autumnal,autumnal
equinox,equinox
solar,solar
terms,terms
morning,morning
gratitude,gratitude
replacement,replacement
buddha,buddha
hinder,hinder
practical,practical
talent,talent
gadget,gadget
professor,professor
composition,composition
painting,painting
performance,performance
weather,weather
forecast,forecast
countless,countless
mission,mission
arithmetic,arithmetic
procedures,procedures
calculation,calculation
uncertainty,uncertainty
position,position
strength,strength
bit,bit
multiplication,multiplication
oral,oral
kung,kung
feasible,feasible
scenes,scenes
bottom,bottom
logic,logic
semantic,semantic
inaccurate,inaccurate
programming,programming
investment,investment
kitchen,kitchen
middle,middle
cross,cross
circle,circle
proxy,proxy
tool,tool
multiplications,multiplications
advantages,advantages
violence,violence
stars,stars
xingchen,xingchen
achievement,achievement
field,field
debut,debut
friends,friends
refuel,refuel
telecom,telecom
presentation,presentation
achievements,achievements
opera,opera
culture,culture
drama,drama
comment,comment
manager,manager
minister,minister
chairman,chairman
baidu,baidu
function,function
justice,justice
technical,technical
source,source
curbs,curbs
gentlemen,gentlemen
chaotic,chaotic
tribute,tribute
workers,workers
panasonic,panasonic
president,president
exits,exits
exit,exit
employees,employees
retreat,retreat
hinders,hinders
prices,prices
pentium,pentium
zhengda,zhengda
lenovo,lenovo
difficult,difficult
decent,decent
participate,participate
terrorist,terrorist
profit,profit
increase,increase
gap,gap
evacuation,evacuation
lot,lot
stay,stay
conditioner,conditioner
care,care
local,local
accounts,accounts
fakes,fakes
draft,draft
doctor,doctor
pictures,pictures
fault,fault
mobile,mobile
occupy,occupy
product,product
design,design
harmonious,harmonious
society,society
belongs,belongs
essence,essence
infinite,infinite
greed,greed
capital,capital
illumination,illumination
chaos,chaos
popular,popular
epidemic,epidemic
righteousness,righteousness
electronic,electronic
bomb,bomb
relations,relations
morbidal,morbidal
bondage,bondage
chinese,chinese
defense,defense
elite,elite
favorite,favorite
media,media
attack,attack
labor,labor
force,force
elderly,elderly
cosmic,cosmic
molecular,molecular
protein,protein
phenomenon,phenomenon
dynamic,dynamic
process,process
break,break
algorithm,algorithm
accelerator,accelerator
visual,visual
input,input
perception,perception
plane,plane
graphics,graphics
recognition,recognition
future,future
route,route
intergeneration,intergeneration
projection,projection
principles,principles
interaction,interaction
dependence,dependence
dialogue,dialogue
smooth,smooth
cut,cut
audio,audio
separation,separation
orbit,orbit
undulating,undulating
dasao,dasao
consumers,consumers
rapid,rapid
evaluate,evaluate
rights,rights
knowledge,knowledge
synthetic,synthetic
swear,swear
drunk,drunk
tone,tone
generation,generation
person,person
cherish,cherish
fool,fool
synthesis,synthesis
funny,funny
condition,condition
pad,pad
estimate,estimate
authenticity,authenticity
channel,channel
imitation,imitation
close,close
resolution,resolution
text,text
camouflage,camouflage
practitioner,practitioner
practitioners,practitioners
pretend,pretend
family,family
review,review
browser,browser
pig,pig
ticket,ticket
front,front
row,row
seat,seat
airport,airport
check,check
counter,counter
location,location
thunder,thunder
delete,delete
clean,clean
concise,concise
afraid,afraid
irritability,irritability
default,default
push,push
anti,anti
virus,virus
fire,fire
velvet,velvet
interception,interception
pop,pop
window,window
method,method
bring,bring
resentment,resentment
google,google
hour,hour
compulsory,compulsory
functional,functional
solve,solve
advertising,advertising
core,core
installation,installation
wall,wall
clothing,clothing
volume,volume
dream,dream
originator,originator
basic,basic
functions,functions
interference,interference
sculpture,sculpture
jumps,jumps
commerce,commerce
pure,pure
wallpaper,wallpaper
firefox,firefox
wait,wait
comments,comments
ratio,ratio
premium,premium
management,management
purple,purple
custom,custom
sit,sit
sample,sample
interpolation,interpolation
search,search
inspired,inspired
benefit,benefit
surprise,surprise
follow,follow
advanced,advanced
powerful,powerful
mechanical,mechanical
injury,injury
sentence,sentence
house,house
advantage,advantage
domestic,domestic
supply,supply
chain,chain
scary,scary
cook,cook
housework,housework
robots,robots
faith,faith
scientists,scientists
academician,academician
hydrogen,hydrogen
responsible,responsible
bragging,bragging
engineer,engineer
total,total
rest,rest
dishes,dishes
xiang,xiang
chief,chief
heart,heart
successful,successful
theoretical,theoretical
true,true
land,land
aware,aware
academic,academic
treatment,treatment
strange,strange
success,success
manual,manual
positive,positive
powers,powers
entertainment,entertainment
pigs,pigs
forum,forum
favor,favor
meaning,meaning
concept,concept
inspiration,inspiration
speaker,speaker
bean,bean
stupid,stupid
background,background
explosion,explosion
tag,tag
abstract,abstract
answers,answers
integral,integral
worry,worry
belief,belief
massive,massive
parameters,parameters
output,output
complexes,complexes
simple,simple
procedure,procedure
eagle,eagle
leader,leader
animal,animal
psychology,psychology
boundary,boundary
black,black
orangutan,orangutan
consciousness,consciousness
carrier,carrier
instinct,instinct
motivation,motivation
primary,primary
school,school
nuclear,nuclear
possibility,possibility
buddy,buddy
doctoral,doctoral
professional,professional
view,view
outrageous,outrageous
corruption,corruption
moutai,moutai
ordinary,ordinary
monopoly,monopoly
nonsense,nonsense
contribution,contribution
models,models
ostrich,ostrich
blood,blood
ignorant,ignorant
grievian,grievian
brick,brick
academicians,academicians
sanction,sanction
project,project
funds,funds
publish,publish
fans,fans
scene,scene
capabilities,capabilities
capacity,capacity
resource,resource
integration,integration
capable,capable
buying,buying
selling,selling
platform,platform
customer,customer
purchase,purchase
pit,pit
failure,failure
learning,learning
amount,amount
funding,funding
establishment,establishment
fan,fan
reiki,reiki
development,development
literary,literary
confusion,confusion
speed,speed
terrible,terrible
involvement,involvement
plagiarism,plagiarism
top,top
humanoid,humanoid
hidden,hidden
foreign,foreign
shareholders,shareholders
traitor,traitor
create,create
server,server
manufacture,manufacture
conditions,conditions
association,association
procurement,procurement
shang,shang
dang,dang
liu,liu
shot,shot
rescue,rescue
careful,careful
common,common
independent,independent
metro,metro
typical,typical
threshold,threshold
humor,humor
humorous,humorous
command,command
white,white
damage,damage
civilians,civilians
responsibility,responsibility
humanity,humanity
warriors,warriors
unknown,unknown
terrorists,terrorists
consequences,consequences
accidents,accidents
party,party
civilian,civilian
rocket,rocket
withdrawal,withdrawal
trust,trust
radio,radio
radius,radius
mode,mode
devil,devil
harms,harms
civil,civil
intercom,intercom
reconstruction,reconstruction
reappear,reappear
foundation,foundation
difference,difference
agent,agent
positions,positions
selection,selection
expo,expo
appearance,appearance
scenic,scenic
fair,fair
footsteps,footsteps
subsidies,subsidies
electric,electric
shields,shields
rail,rail
expansion,expansion
vehicle,vehicle
laulin,laulin
notebook,notebook
gold,gold
xiaomi,xiaomi
global,global
layout,layout
enemy,enemy
enemies,enemies
equal,equal
verify,verify
countries,countries
manufacturer,manufacturer
assemble,assemble
bloodthirsty,bloodthirsty
motherland,motherland
send,send
injustice,injustice
capitalist,capitalist
emergency,emergency
government,government
agency,agency
office,office
accident,accident
loan,loan
compression,compression
principal,principal
ridicule,ridicule
wife,wife
accounting,accounting
account,account
bonus,bonus
operation,operation
liujia,liujia
payment,payment
contents,contents
hairy,hairy
unemployment,unemployment
critical,critical
cognition,cognition
lesson,lesson
binghuo,binghuo
saline,saline
rumor,rumor
food,food
stock,stock
opponents,opponents
optimistic,optimistic
quantum,quantum
degree,degree
underestimation,underestimation
pair,pair
definition,definition
lithography,lithography
diligent,diligent
nation,nation
directional,directional
misjudgment,misjudgment
biological,biological
instinctual,instinctual
bionicism,bionicism
imitate,imitate
efficiency,efficiency
modern,modern
shells,shells
recommended,recommended
opposite,opposite
root,root
communist,communist
deception,deception
criticive,criticive
easy,easy
respect,respect
architecture,architecture
underlying,underlying
wealth,wealth
layoffs,layoffs
cheap,cheap
borders,borders
court,court
personal,personal
disappointment,disappointment
xinmu,xinmu
corporate,corporate
production,production
inspirational,inspirational
starts,starts
campus,campus
grand,grand
dolls,dolls
students,students
efforts,efforts
chapter,chapter
hardcore,hardcore
upset,upset
firm,firm
spiritual,spiritual
attitude,attitude
perseverance,perseverance
horse,horse
slogan,slogan
action,action
guide,guide
meteorological,meteorological
grade,grade
progress,progress
message,message
senior,senior
speaking,speaking
expectations,expectations
poetry,poetry
jin,jin
jang,jang
target,target
inheritance,inheritance
organization,organization
ruler,ruler
destroyer,destroyer
institute,institute
illness,illness
understanding,understanding
reasoning,reasoning
demise,demise
reflect,reflect
division,division
standards,standards
commercialization,commercialization
didi,didi
low,low
lower,lower
harvest,harvest
silicon,silicon
organizations,organizations
netizens,netizens
derogatory,derogatory
age,age
contempt,contempt
stick,stick
study,study
resume,resume
supercourage,supercourage
dwarfed,dwarfed
dark,dark
engineering,engineering
college,college
club,club
strict,strict
bureaucratic,bureaucratic
frequent,frequent
speeches,speeches
ghost,ghost
brush,brush
poison,poison
pinkens,pinkens
charge,charge
universal,universal
neck,neck
productivity,productivity
supreme,supreme
academy,academy
sciences,sciences
equivalent,equivalent
loyal,loyal
ban,ban
experts,experts
advocate,advocate
valve,valve
bone,bone
wounds,wounds
researcher,researcher
packaging,packaging
facial,facial
title,title
emperor,emperor
circles,circles
guidance,guidance
shift,shift
list,list
tech,tech
willingness,willingness
recommendation,recommendation
domain,domain
patriots,patriots
quota,quota
minimum,minimum
representative,representative
educational,educational
biomedicine,biomedicine
scores,scores
education,education
cancel,cancel
graduate,graduate
grasps,grasps
qualifications,qualifications
defects,defects
conclusion,conclusion
cognitive,cognitive
righteous,righteous
dog,dog
reasons,reasons
bind,bind
tools,tools
price,price
reasonable,reasonable
university,university
financial,financial
memory,memory
border,border
crowd,crowd
evaluation,evaluation
lowest,lowest
banner,banner
cleaning,cleaning
ministry,ministry
symptoms,symptoms
colds,colds
pain,pain
headache,headache
intellectuals,intellectuals
statistical,statistical
ignore,ignore
job,job
macro,macro
display,display
curve,curve
score,score
soy,soy
milk,milk
sports,sports
administrative,administrative
obedient,obedient
craftsman,craftsman
domains,domains
hardware,hardware
rice,rice
relational,relational
environmental,environmental
talents,talents
professors,professors
boss,boss
cooperation,cooperation
reception,reception
word,word
ambiguity,ambiguity
communication,communication
costs,costs
programmers,programmers
employment,employment
wrong,wrong
waste,waste
execution,execution
conducive,conducive
puppet,puppet
enter,enter
renewal,renewal
golden,golden
gimmick,gimmick
observe,observe
writing,writing
appraisal,appraisal
commercial,commercial
implementation,implementation
classmates,classmates
jun,jun
qunqun,qunqun
army,army
powder,powder
unable,unable
assistant,assistant
engine,engine
matrix,matrix
weight,weight
physics,physics
error,error
hairless,hairless
errors,errors
evolution,evolution
debate,debate
pet,pet
cat,cat
voter,voter
shun,shun
surrender,surrender
plan,plan
property,property
ideological,ideological
library,library
ideal,ideal
goal,goal
communism,communism
transition,transition
stage,stage
laborious,laborious
track,track
methods,methods
activity,activity
external,external
conversion,conversion
feedback,feedback
painter,painter
pianist,pianist
artist,artist
paintings,paintings
piano,piano
download,download
copy,copy
export,export
file,file
explicit,explicit
logo,logo
providers,providers
news,news
delay,delay
retirement,retirement
perspective,perspective
intimate,intimate
determine,determine
frame,frame
mirror,mirror
judgment,judgment
reliable,reliable
decision,decision
maker,maker
worker,worker
designer,designer
subsequent,subsequent
convenient,convenient
specifications,specifications
install,install
guarantee,guarantee
dangerous,dangerous
unreasonable,unreasonable
solution,solution
compensation,compensation
anchor,anchor
operations,operations
elimination,elimination
altitude,altitude
operator,operator
miners,miners
reduces,reduces
fairness,fairness
lao,lao
harmony,harmony
mention,mention
throat,throat
instructions,instructions
architectural,architectural
tunnel,tunnel
buildings,buildings
roof,roof
surpass,surpass
heights,heights
articles,articles
literature,literature
database,database
copyright,copyright
spot,spot
pipe,pipe
rope,rope
electrical,electrical
mining,mining
ancient,ancient
times,times
fireworks,fireworks
mechanization,mechanization
danger,danger
term,term
tragedy,tragedy
cabinet,cabinet
measures,measures
propose,propose
format,format
wake,wake
drawings,drawings
gas,gas
drainage,drainage
write,write
raw,raw
grass,grass
repair,repair
benefits,benefits
truth,truth
taxi,taxi
poems,poems
population,population
site,site
mine,mine
port,port
motorcycle,motorcycle
robotics,robotics
reduction,reduction
takeaway,takeaway
poets,poets
interview,interview
rain,rain
wind,wind
owner,owner
decoration,decoration
maintenance,maintenance
glass,glass
developers,developers
substitute,substitute
career,career
walnut,walnut
chi,chi
rural,rural
trees,trees
balcony,balcony
equipment,equipment
rules,rules
special,special
protect,protect
estimation,estimation
proof,proof
miner,miner
drag,drag
wash,wash
landmarks,landmarks
classification,classification
layman,layman
grab,grab
chess,chess
decorate,decorate
gree,gree
guy,guy
guilt,guilt
cervical,cervical
installer,installer
handle,handle
deceive,deceive
silver,silver
unmanned,unmanned
tractor,tractor
molten,molten
dispersion,dispersion
factors,factors
reverse,reverse
economist,economist
eat,eat
shit,shit
revenue,revenue
cover,cover
brains,brains
retarded,retarded
audit,audit
ledger,ledger
emotion,emotion
jinding,jinding
kill,kill
yuanguang,yuanguang
majors,majors
workload,workload
recruitment,recruitment
bill,bill
auditors,auditors
reality,reality
charging,charging
leaders,leaders
estimates,estimates
preliminary,preliminary
staff,staff
constitutes,constitutes
competitiveness,competitiveness
legal,legal
clause,clause
judge,judge
accurate,accurate
affairs,affairs
intervention,intervention
judges,judges
trial,trial
block,block
penalty,penalty
politics,politics
meet,meet
finance,finance
cooperate,cooperate
basketball,basketball
meter,meter
program,program
forty,forty
proverb,proverb
post,post
regular,regular
waiter,waiter
foot,foot
zhang,zhang
fruit,fruit
fraud,fraud
laboratory,laboratory
bounce,bounce
copper,copper
confidential,confidential
navigation,navigation
introduction,introduction
islands,islands
backward,backward
xuexue,xuexue
spy,spy
gong,gong
zhi,zhi
health,health
medical,medical
doctors,doctors
diagnostic,diagnostic
efficient,efficient
markets,markets
ballad,ballad
admission,admission
weida,weida
employee,employee
sensitive,sensitive
improvement,improvement
fertility,fertility
aspects,aspects
unexpected,unexpected
worried,worried
liberation,liberation
body,body
bureau,bureau
pessimism,pessimism
policy,policy
exceed,exceed
steps,steps
alien,alien
calm,calm
significance,significance
diagnosis,diagnosis
misdiagnosis,misdiagnosis
confession,confession
physician,physician
patient,patient
capture,capture
fortune,fortune
diagnose,diagnose
cold,cold
trade,trade
contact,contact
major,major
themes,themes
mutual,mutual
sharing,sharing
outstanding,outstanding
investigation,investigation
remote,remote
biotechnology,biotechnology
host,host
century,century
thin,thin
crystalline,crystalline
connotation,connotation
surname,surname
duplication,duplication
vague,vague
realm,realm
explanation,explanation
lucky,lucky
abilities,abilities
religion,religion
inexplicable,inexplicable
religious,religious
organize,organize
user,user
red,red
excuses,excuses
historical,historical
nihilism,nihilism
balanced,balanced
geopolitical,geopolitical
inference,inference
outbreak,outbreak
currency,currency
ambitions,ambitions
reporter,reporter
statistics,statistics
contribute,contribute
handsome,handsome
obligations,obligations
fight,fight
demand,demand
scale,scale
eye,eye
fill,fill
foam,foam
dance,dance
pink,pink
hair,hair
lawyer,lawyer
notification,notification
auxiliary,auxiliary
singer,singer
presence,presence
sales,sales
protective,protective
suicide,suicide
psychological,psychological
psychologist,psychologist
phd,phd
lecturer,lecturer
zhiyuan,zhiyuan
scientist,scientist
sad,sad
strongest,strongest
crazy,crazy
echelon,echelon
beast,beast
names,names
broadband,broadband
ground,ground
strive,strive
blind,blind
barriers,barriers
trainer,trainer
training,training
camp,camp
preparatory,preparatory
spectrum,spectrum
scholar,scholar
wheels,wheels
textbook,textbook
teaching,teaching
materials,materials
viewpoint,viewpoint
purpose,purpose
lies,lies
subsidy,subsidy
philosophy,philosophy
corpse,corpse
vegetarian,vegetarian
dismiss,dismiss
clearance,clearance
eggs,eggs
interviews,interviews
fart,fart
complaints,complaints
foreigners,foreigners
liberal,liberal
call,call
derivative,derivative
steel,steel
planning,planning
winners,winners
square,square
husbandry,husbandry
breeding,breeding
exaggerated,exaggerated
leading,leading
colleges,colleges
expectation,expectation
transmission,transmission
wenxin,wenxin
boathe,boathe
relevant,relevant
cumbelus,cumbelus
worst,worst
rigorous,rigorous
industries,industries
clinical,clinical
reports,reports
farm,farm
suggestion,suggestion
inferiority,inferiority
valley,valley
lecture,lecture
cumulative,cumulative
simulation,simulation
sleeves,sleeves
pheasant,pheasant
cornerstone,cornerstone
imperial,imperial
description,description
reader,reader
reserve,reserve
housekeeper,housekeeper
tame,tame
watch,watch
battle,battle
rider,rider
ben,ben
jingyingshi,jingyingshi
enable,enable
baiye,baiye
embrace,embrace
acceleration,acceleration
empathy,empathy
attentive,attentive
baili,baili
hearty,hearty
empower,empower
cheats,cheats
theory,theory
theft,theft
virtual,virtual
yellow,yellow
productive,productive
creator,creator
proportion,proportion
forces,forces
xia,xia
scholars,scholars
buttocks,buttocks
technicians,technicians
institution,institution
replaces,replaces
disdainful,disdainful
discussing,discussing
myth,myth
angle,angle
producer,producer
proportional,proportional
gentle,gentle
considerate,considerate
accompanies,accompanies
reproduce,reproduce
password,password
casualties,casualties
distant,distant
hegemony,hegemony
irregularly,irregularly
deduct,deduct
refinement,refinement
buttons,buttons
ancients,ancients
destroy,destroy
exceeds,exceeds
discussion,discussion
son,son
resolve,resolve
history,history
mythical,mythical
philosopher,philosopher
hospitals,hospitals
individual,individual
domestication,domestication
creativity,creativity
negative,negative
composite,composite
multinational,multinational
framework,framework
fund,fund
dimension,dimension
strike,strike
mouth,mouth
bridge,bridge
collection,collection
bubble,bubble
medal,medal
monkey,monkey
raise,raise
schedule,schedule
macaque,macaque
pull,pull
half,half
base,base
lingcheng,lingcheng
utilitarian,utilitarian
honesty,honesty
kidetic,kidetic
exploration,exploration
hospital,hospital
thrust,thrust
promotion,promotion
grandpa,grandpa
congress,congress
restoration,restoration
portrait,portrait
humanistic,humanistic
delicate,delicate
possibilities,possibilities
refusion,refusion
horror,horror
buckle,buckle
ear,ear
dress,dress
earrings,earrings
admire,admire
uncle,uncle
sweet,sweet
cricket,cricket
pulse,pulse
mai,mai
watched,watched
crying,crying
precise,precise
micro,micro
elegant,elegant
carey,carey
loud,loud
healthy,healthy
smile,smile
frontal,frontal
daughter,daughter
grandma,grandma
hand,hand
comparable,comparable
skirt,skirt
voices,voices
feminine,feminine
claims,claims
youth,youth
thoughtful,thoughtful
projects,projects
audience,audience
somatosensory,somatosensory
values,values
immigration,immigration
xin,xin
gao,gao
faceless,faceless
authentic,authentic
infringement,infringement
differential,differential
malicious,malicious
forgery,forgery
identification,identification
distinguish,distinguish
tai,tai
curiosity,curiosity
shen,shen
receives,receives
popularity,popularity
fintech,fintech
issues,issues
geographical,geographical
globalization,globalization
shallow,shallow
qiangu,qiangu
investor,investor
entry,entry
viewer,viewer
desires,desires
strip,strip
weaker,weaker
machines,machines
normal,normal
judgments,judgments
rid,rid
replication,replication
terminator,terminator
extreme,extreme
difficulties,difficulties
backup,backup
tzu,tzu
broad,broad
signature,signature
chase,chase
harmful,harmful
station,station
objective,objective
laws,laws
moon,moon
excessive,excessive
colonial,colonial
cardiovascular,cardiovascular
effectiveness,effectiveness
cerebral,cerebral
infarction,infarction
mature,mature
exciting,exciting
connect,connect
cerebrovascular,cerebrovascular
stomach,stomach
baihua,baihua
intention,intention
detailed,detailed
xiaohua,xiaohua
walks,walks
bund,bund
crisis,crisis
split,split
instrumental,instrumental
pharmacist,pharmacist
lift,lift
patients,patients
prerequisite,prerequisite
views,views
foreseeable,foreseeable
drugs,drugs
ultra,ultra
magnetic,magnetic
guess,guess
integrated,integrated
examination,examination
township,township
insurance,insurance
massage,massage
inspection,inspection
eliminate,eliminate
urine,urine
routine,routine
bloody,bloody
lose,lose
dogs,dogs
assist,assist
tests,tests
infusion,infusion
nurse,nurse
instrument,instrument
informatization,informatization
accuracy,accuracy
unemployed,unemployed
minor,minor
conventional,conventional
judicial,judicial
digitization,digitization
path,path
replies,replies
driver,driver
psychiatric,psychiatric
mandatory,mandatory
board,board
salary,salary
enhance,enhance
relief,relief
institutions,institutions
highlight,highlight
knot,knot
bank,bank
deeply,deeply
applaud,applaud
invalid,invalid
repost,repost
jinfen,jinfen
exhibitions,exhibitions
symposium,symposium
inclusive,inclusive
overcome,overcome
tuberculosis,tuberculosis
gaming,gaming
vocal,vocal
bionic,bionic
vaccine,vaccine
subdivision,subdivision
scenario,scenario
handicraft,handicraft
mei,mei
fatty,fatty
sheep,sheep
egg,egg
differences,differences
debt,debt
subprime,subprime
quarterly,quarterly
gatekeeper,gatekeeper
stocks,stocks
smelling,smelling
lung,lung
burnt,burnt
